PERMNO,date,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn,t90ret,cpiret
12490,19650226,430,455.75,455.75,1328,0.019509,35048,0.016165,0.006946,0.002634,0.032315,0.02988,-0.001485,0.002867,0
12490,19650331,448.75,467.25,454.25,1206,-0.003291,35048,-0.003291,-0.009715,-0.011428,0.015393,0.012949,-0.014526,0.003865,0.003205
12490,19650430,455.75,485,485,1071,0.067694,35048,0.067694,0.033652,0.032737,0.04156,0.040314,0.034239,0.003387,0.003195
12490,19650528,460,490,478,953,-0.01134,35048,-0.014433,-0.00435,-0.009102,-0.005845,-0.008334,-0.007743,0.003133,0
12490,19650630,442.5,475,458,2418,-0.041841,35048,-0.041841,-0.051868,-0.053591,-0.083718,-0.086084,-0.048632,0.003749,0.006369
12490,19650730,458,479,479,1322,0.045852,35048,0.045852,0.016759,0.015871,0.028633,0.027467,0.013433,0.003254,0
12490,19650831,476.25,501.75,499,1563,0.044885,35048,0.041754,0.030883,0.026133,0.041844,0.039063,0.022522,0.003402,0
12490,19650930,500,516.5,512.5,1214,0.027054,35048,0.027054,0.031952,0.030357,0.02742,0.025166,0.032006,0.003095,0
12490,19651029,507,533,533,1180,0.04,35048,0.04,0.029271,0.028212,0.058679,0.05732,0.027345,0.003507,0.003165
12490,19651130,525,546,525,763,-0.012195,35048,-0.015009,0.003065,-0.002961,0.046544,0.043328,-0.008764,0.003714,0
12490,19651231,495,518,499,2157,-0.049524,35224,-0.049524,0.013545,0.011976,0.042981,0.040331,0.008951,0.002989,0.003155
12490,19660131,478.5,508.5,496,2112,-0.006012,35224,-0.006012,0.012122,0.011231,0.06417,0.063045,0.004869,0.003798,0
12490,19660228,490,524.75,515,1359,0.041331,35224,0.038306,-0.008621,-0.013014,0.028865,0.026482,-0.017873,0.003627,0.006289
12490,19660331,497,525,516,1527,0.001942,35224,0.001942,-0.020923,-0.022746,-0.008889,-0.011332,-0.021815,0.004261,0.003125
12490,19660429,521,561,557.5,1224,0.080426,35224,0.080426,0.024837,0.023854,0.046619,0.045527,0.020509,0.003549,0.006231
12490,19660531,353,560,362.75,2210,-0.021031,52836,-0.023991,-0.052539,-0.057483,-0.086024,-0.088775,-0.05414,0.004348,0
12490,19660630,334,363,350.5,3440,-0.02968,54157,-0.02968,-0.010317,-0.012063,-0.004988,-0.007341,-0.016138,0.004119,0.003096
12490,19660729,340.75,361,340.75,1508,-0.027817,54157,-0.027817,-0.01287,-0.013831,-0.016316,-0.017468,-0.013453,0.003655,0.003086
12490,19660831,307,349.5,320.5,2608,-0.0562,54157,-0.059428,-0.075388,-0.080712,-0.100714,-0.103821,-0.077751,0.00419,0.006154
12490,19660930,309.25,335,317.5,2511,-0.00936,54157,-0.00936,-0.006958,-0.008695,-0.018161,-0.020555,-0.007004,0.003658,0
12490,19661031,292.625,334.875,332,2866,0.045669,54157,0.045669,0.042294,0.041171,-0.014385,-0.015886,0.047544,0.005812,0.006116
12490,19661130,340,376,376,2519,0.135843,54157,0.13253,0.017516,0.010606,0.040725,0.036535,0.003117,0.004828,0
12490,19661230,365.75,383,371.5,1744,-0.011968,54448,-0.011968,0.00621,0.004409,0.017306,0.014408,-0.001492,0.004999,0
12490,19670131,365,404.5,399.5,2660,0.07537,54448,0.07537,0.08553,0.084077,0.172104,0.170549,0.078178,0.004775,0
12490,19670228,393,433,430,1690,0.079099,54448,0.076345,0.010945,0.006257,0.042368,0.039194,0.001963,0.003464,0
12490,19670331,435,461,451,1763,0.048837,54448,0.048837,0.043384,0.041582,0.058244,0.055882,0.03941,0.004846,0.00304
12490,19670428,440,496.5,496.5,2047,0.100887,54448,0.100887,0.041609,0.040697,0.041928,0.040671,0.042239,0.003839,0.00303
12490,19670531,461,482.75,466.25,1990,-0.035234,55809,-0.03745,-0.039293,-0.044217,-0.008098,-0.011058,-0.052441,0.004101,0.003021
12490,19670630,465.5,510,497.5,2405,0.067024,55809,0.067024,0.026903,0.025341,0.081958,0.079861,0.017512,0.002193,0.003012
12490,19670731,491,507.75,507.75,1562,0.020603,55809,0.020603,0.049189,0.048277,0.083251,0.082097,0.045344,0.003585,0.003003
12490,19670831,485.5,514.5,499.75,1409,-0.013589,55809,-0.015756,-0.006282,-0.011073,0.006312,0.00361,-0.011715,0.003543,0.002994
12490,19670929,500,553,548.25,1765,0.097049,55809,0.097049,0.034286,0.032875,0.062963,0.061164,0.032785,0.003582,0.002985
12490,19671031,542.75,597.5,593.5,1638,0.082535,55809,0.082535,-0.027433,-0.02865,-0.020594,-0.021921,-0.029056,0.004351,0.002976
12490,19671130,576.5,618,612,2371,0.033024,55809,0.031171,0.007902,0.002565,0.000878,-0.002087,0.001065,0.003855,0.002967
12490,19671229,613.5,648,627,1627,0.02451,56114,0.02451,0.033699,0.032203,0.080465,0.078316,0.026277,0.004305,0.002959
12490,19680131,588.75,623,594.5,2596,-0.051834,56114,-0.051834,-0.03633,-0.037829,0.023902,0.022615,-0.043848,0.005109,0.0059
12490,19680229,571,599.5,580,2655,-0.022204,56114,-0.02439,-0.033624,-0.038107,-0.056118,-0.058666,-0.031223,0.003818,0.002933
12490,19680329,562,612.5,612.5,2979,0.056034,56114,0.056034,0.005116,0.00374,-0.011218,-0.013014,0.0094,0.00396,0.002924
12490,19680430,630,677.5,677.5,2779,0.106122,56114,0.106122,0.094148,0.09273,0.143031,0.141648,0.081929,0.004138,0.002915
12490,19680531,329.5,696,357,3941,0.055793,112228,0.053875,0.027041,0.022494,0.091309,0.088825,0.011169,0.004647,0.002907
12490,19680628,346.5,375,353.75,5324,-0.009104,112228,-0.009104,0.011527,0.010037,0.016225,0.01453,0.00912,0.005071,0.005797
12490,19680730,331.5,365,338.75,4697,-0.042403,112228,-0.042403,-0.022024,-0.023162,-0.02621,-0.027207,-0.018478,0.005311,0.005764
12490,19680830,335,345,335,3688,-0.009151,112228,-0.01107,0.018038,0.013495,0.035918,0.033497,0.011459,0.004458,0.002865
12490,19680930,331,340.5,335,3106,0,112228,0,0.044454,0.043207,0.068808,0.067318,0.038539,0.004532,0.002857
12490,19681031,307,331,307,8821,-0.081642,112228,-0.083582,0.009041,0.007467,0.006913,0.005789,0.007208,0.004461,0.005698
12490,19681129,309,334.5,333.75,5444,0.087134,112228,0.087134,0.058502,0.054125,0.071994,0.069658,0.047964,0.004862,0.002833
12490,19681231,313.5,330,315,4261,-0.05618,112968,-0.05618,-0.033873,-0.035363,0.005896,0.00417,-0.041617,0.003768,0.002825
12490,19690131,296.25,313.75,296.25,7598,-0.059524,112968,-0.059524,-0.006711,-0.007725,-0.001688,-0.00262,-0.008184,0.005855,0.002817
12490,19690228,293.375,310.25,293.375,4757,-0.007004,112968,-0.009705,-0.05364,-0.057882,-0.085728,-0.087759,-0.047374,0.005158,0.005618
12490,19690328,294.75,314,314,3905,0.070303,112968,0.070303,0.030506,0.029062,0.02029,0.018682,0.034444,0.005488,0.00838
12490,19690430,306.5,328,328,3866,0.044586,112968,0.044586,0.020526,0.019345,0.003459,0.00232,0.021476,0.005628,0.00554
12490,19690529,319,334,319,3625,-0.025,112968,-0.027439,0.00504,0.000241,0.006262,0.004081,-0.002218,0.004766,0.002755
12490,19690630,308,337.75,337.75,4978,0.058777,112968,0.058777,-0.067387,-0.068958,-0.113404,-0.115112,-0.055577,0.005113,0.005495
12490,19690731,313,351.25,324.5,8654,-0.03923,112968,-0.03923,-0.065172,-0.066373,-0.095823,-0.097003,-0.060178,0.005427,0.005464
12490,19690829,326.75,350.25,345,5866,0.066256,112968,0.063174,0.05149,0.046517,0.052175,0.049462,0.040074,0.005783,0.005435
12490,19690930,335.25,358.5,345.25,5180,0.000725,112968,0.000725,-0.02259,-0.024167,-0.024618,-0.026428,-0.025024,0.006265,0.002703
12490,19691031,341.5,364,360.5,6105,0.044171,112968,0.044171,0.055638,0.053771,0.092413,0.090932,0.044244,0.006622,0.005391
12490,19691128,345.75,367.75,357,4170,-0.006935,112968,-0.009709,-0.032164,-0.036678,-0.055078,-0.057484,-0.035274,0.00522,0.005362
12490,19691231,351.5,366.5,364.5,5783,0.021008,113718,0.021008,-0.019681,-0.021471,-0.066178,-0.068361,-0.018655,0.006312,0.005333
12490,19700130,335.25,381.5,335.25,7896,-0.080247,113718,-0.080247,-0.073254,-0.074519,-0.03883,-0.040011,-0.076472,0.007158,0.002653
12490,19700227,338.5,355,340.25,6151,0.018494,113718,0.014914,0.056706,0.051651,0.040195,0.037433,0.052693,0.007986,0.005291
12490,19700331,316.75,338.5,338.5,7994,-0.005143,113718,-0.005143,-0.004729,-0.006569,-0.023712,-0.025789,0.001453,0.007078,0.005263
12490,19700430,290.25,337.75,298,9354,-0.119645,113718,-0.119645,-0.105318,-0.106393,-0.161962,-0.163189,-0.090483,0.005494,0.007853
12490,19700529,241,296.75,278,14845,-0.063087,113718,-0.067114,-0.064346,-0.069931,-0.090524,-0.093313,-0.060967,0.006237,0.002597
12490,19700630,250,287,250,10261,-0.100719,113718,-0.100719,-0.051067,-0.053372,-0.073888,-0.076505,-0.050033,0.007455,0.005181
12490,19700731,242.5,259.5,252.25,9092,0.0138,113718,0.009,0.074169,0.072132,0.059258,0.057738,0.073295,0.005793,0.005155
12490,19700831,223,271.25,266.25,11108,0.0555,113718,0.0555,0.050036,0.044584,0.061617,0.05841,0.044459,0.005442,0
12490,19700930,263.875,291.75,291.75,8567,0.095775,113718,0.095775,0.047536,0.045601,0.126098,0.123935,0.032998,0.00623,0.005128
12490,19701030,284.5,307.125,294,6590,0.011825,113718,0.007712,-0.018208,-0.02045,-0.058604,-0.060054,-0.0114,0.005448,0.005102
12490,19701130,290.5,308.5,307.25,6999,0.045068,113718,0.045068,0.050448,0.045354,0.003021,-0.000012,0.047447,0.006665,0.005076
12490,19701231,308,320.25,317.75,7930,0.034174,113984,0.034174,0.060723,0.058969,0.081324,0.079062,0.056766,0.004602,0.005051
12490,19710129,310,326,325.5,6955,0.02439,113984,0.02439,0.05203,0.050772,0.136096,0.134878,0.040477,0.005191,0
12490,19710226,327.25,341.625,336.5,5582,0.037788,113984,0.033794,0.016913,0.012413,0.04791,0.045661,0.009074,0.004635,0.002513
12490,19710331,337.25,363.5,357.5,6137,0.062407,113984,0.062407,0.044778,0.042972,0.056603,0.054652,0.036796,0.003004,0.002506
12490,19710430,352,362,357.75,8290,0.000699,113984,0.000699,0.033332,0.0323,0.027087,0.026117,0.036288,0.002311,0.0025
12490,19710528,327,353.5,327,6429,-0.08232,113984,-0.085954,-0.036409,-0.040737,-0.049435,-0.051606,-0.041558,0.002422,0.004988
12490,19710630,311.25,328.75,317,10583,-0.030581,113984,-0.030581,0.003119,0.001385,-0.01724,-0.019225,0.000703,0.003011,0.007444
12490,19710730,291.25,319,291.25,11212,-0.08123,113984,-0.08123,-0.040283,-0.041317,-0.053634,-0.054647,-0.041324,0.00434,0.002463
12490,19710831,284,318.25,304,8517,0.04824,113984,0.043777,0.042511,0.037666,0.041159,0.038638,0.036095,0.006234,0.002457
12490,19710930,299.5,310.5,303.75,6411,-0.000822,113984,-0.000822,-0.005016,-0.006491,-0.004653,-0.006263,-0.006968,0.003585,0
12490,19711029,297,315.125,300.5,7319,-0.0107,113984,-0.0107,-0.040682,-0.042346,-0.057468,-0.05869,-0.041794,0.004444,0.002451
12490,19711130,290.5,305.5,305.5,6677,0.020965,113984,0.016639,-0.001262,-0.005696,-0.03415,-0.036769,-0.002547,0.003974,0
12490,19711231,309.5,346,336.5,8718,0.101473,114996,0.101473,0.091257,0.089557,0.117128,0.115263,0.086179,0.005181,0.00489
12490,19720131,333,368.75,368,9500,0.093611,114996,0.093611,0.028383,0.027169,0.103892,0.102766,0.018121,0.004022,0
12490,19720229,364.75,373.75,368.5,5001,0.005027,114996,0.001359,0.031349,0.027272,0.041809,0.039598,0.025303,0.002784,0.004866
12490,19720330,371.5,385,382.25,6782,0.037313,114996,0.037313,0.008722,0.007247,-0.000951,-0.002463,0.005912,0.002357,0.002421
12490,19720428,380,397.5,386,5652,0.00981,114996,0.00981,0.005505,0.004723,0.001231,0.000226,0.004384,0.003784,0.002415
12490,19720531,379,404,397.75,6655,0.033938,114996,0.03044,0.016375,0.01196,-0.018121,-0.020428,0.017275,0.003224,0.00241
12490,19720630,387.75,399.75,392,4666,-0.014456,114996,-0.014456,-0.020896,-0.022412,-0.033775,-0.035508,-0.021821,0.003085,0.002404
12490,19720731,388,404,400.75,5698,0.022321,114996,0.022321,-0.004254,-0.00531,-0.029488,-0.030578,0.002333,0.004233,0.004796
12490,19720831,404.25,425.5,408.5,7424,0.022707,114996,0.019339,0.035966,0.031857,0.012252,0.009888,0.034454,0.002413,0.002387
12490,19720929,395,407,406.5,4676,-0.004896,114996,-0.004896,-0.007671,-0.009085,-0.030725,-0.032321,-0.004861,0.003705,0.002381
12490,19721031,364.5,406.75,385.5,9990,-0.051661,114996,-0.051661,0.008676,0.007358,-0.013767,-0.015137,0.009317,0.004105,0.004751
12490,19721130,371.5,394,391,6494,0.017769,114996,0.014267,0.049764,0.045305,0.051096,0.048565,0.045617,0.003956,0.002364
12490,19721229,385.5,404.25,402,6163,0.028133,116171,0.028133,0.011243,0.009903,-0.019873,-0.021639,0.011828,0.003659,0.002358
12490,19730131,409,444.25,435.5,9451,0.083333,116171,0.083333,-0.027452,-0.028652,-0.026131,-0.027071,-0.017111,0.003985,0.002353
12490,19730228,423,451,431.5,7211,-0.00597,116171,-0.009185,-0.04437,-0.047916,-0.072835,-0.074537,-0.03749,0.004423,0.007042
12490,19730330,425.5,448.75,431.5,7499,0,116171,0,-0.007859,-0.009333,-0.028976,-0.03067,-0.001433,0.004189,0.009324
12490,19730430,405.25,434.25,408,6727,-0.054461,116171,-0.054461,-0.051766,-0.052962,-0.07062,-0.071806,-0.0408,0.006015,0.006928
12490,19730531,314.75,424,314.75,9908,-0.032261,145214,-0.035692,-0.024511,-0.02878,-0.083582,-0.085729,-0.018884,0.004839,0.006881
12490,19730629,308.75,329.5,317,8232,0.007149,145214,0.007149,-0.008646,-0.010422,-0.037745,-0.039765,-0.006575,0.00479,0.006834
12490,19730731,298.5,320.75,314.5,9581,-0.007886,145214,-0.007886,0.056956,0.05551,0.105922,0.104605,0.037982,0.005599,0.002262
12490,19730831,297.75,313,301,7209,-0.039364,145214,-0.042925,-0.029657,-0.034039,-0.044417,-0.046845,-0.036685,0.006987,0.018059
12490,19730928,251.5,298.25,258,14909,-0.142857,145214,-0.142857,0.053935,0.052533,0.072995,0.07118,0.040096,0.009449,0.002217
12490,19731031,248.5,291.5,280.25,13425,0.08624,145214,0.08624,-0.000414,-0.00214,0.000303,-0.001281,-0.001291,0.006667,0.00885
12490,19731130,263.5,289.75,265,9364,-0.050419,145214,-0.054416,-0.120708,-0.125552,-0.175252,-0.177771,-0.113861,0.006129,0.006579
12490,19731231,237.5,265,246.75,9882,-0.068868,145214,-0.068868,0.011438,0.009422,-0.041764,-0.044618,0.016569,0.006234,0.006536
12490,19740131,227.25,250.75,245.25,9956,-0.006079,145214,-0.006079,0.004413,0.002807,0.132374,0.130657,-0.010046,0.006516,0.008658
12490,19740228,226.5,241.25,237.875,6247,-0.024852,145214,-0.030071,0.002346,-0.002451,0.008623,0.005897,-0.003624,0.006084,0.012876
12490,19740329,235.75,250,235.75,7723,-0.008933,145214,-0.008933,-0.023364,-0.025299,0.008379,0.005881,-0.02328,0.004529,0.012712
12490,19740430,221.625,240.125,227.25,7206,-0.036055,145214,-0.036055,-0.04596,-0.047694,-0.055537,-0.057413,-0.039051,0.006768,0.004184
12490,19740531,210.625,230.5,212.5,7312,-0.059274,145214,-0.064906,-0.041981,-0.04732,-0.072545,-0.075724,-0.033551,0.009677,0.0125
12490,19740628,212,230.25,212.75,6888,0.001176,145214,0.001176,-0.022942,-0.025407,-0.033483,-0.036422,-0.014665,0.007102,0.00823
12490,19740731,197.75,222.25,201.625,10371,-0.052291,145214,-0.052291,-0.070874,-0.072695,-0.051915,-0.053866,-0.077791,0.006365,0.008163
12490,19740830,188.75,214.75,192,12639,-0.040298,145214,-0.047737,-0.087757,-0.094578,-0.085788,-0.089487,-0.090279,0.004043,0.012146
12490,19740930,152,183.5,159,16028,-0.171875,145214,-0.171875,-0.109718,-0.112274,-0.079025,-0.08235,-0.119335,0.012255,0.012
12490,19741031,156.25,193,189.125,18817,0.189465,145214,0.189465,0.165584,0.162459,0.088877,0.086209,0.163047,0.003621,0.009881
12490,19741129,168.5,195.875,177.25,13228,-0.054858,145214,-0.062789,-0.041046,-0.048241,-0.051395,-0.055392,-0.05318,0.007061,0.007828
12490,19741231,162.25,172,168,12787,-0.052186,145214,-0.052186,-0.027005,-0.030302,-0.080744,-0.085128,-0.020151,0.007977,0.007767
12490,19750131,158.125,188.25,188.25,21779,0.120536,145214,0.120536,0.1416,0.139591,0.29926,0.296883,0.122812,0.0087,0.003854
12490,19750228,191.75,220.125,215.5,19001,0.152722,148259,0.144754,0.058412,0.051629,0.053918,0.050479,0.059886,0.005288,0.007678
12490,19750331,204.625,220,206.625,14145,-0.041183,148259,-0.041183,0.03019,0.027442,0.081497,0.078056,0.021694,0.004645,0.00381
12490,19750430,197.875,213.75,209.875,15654,0.015729,148259,0.015729,0.046497,0.044432,0.031093,0.029177,0.047265,0.005033,0.003795
12490,19750530,207.625,223.5,215,14472,0.031566,148447,0.024419,0.05514,0.049542,0.072876,0.069617,0.044101,0.005365,0.005671
12490,19750630,203.5,218.5,209,11854,-0.027907,148447,-0.027907,0.051473,0.048958,0.071792,0.068783,0.044323,0.003572,0.007519
12490,19750731,190.25,209.5,190.25,14859,-0.089713,148447,-0.089713,-0.060385,-0.062318,-0.00896,-0.010665,-0.067654,0.005062,0.011194
12490,19750829,176.5,189.25,186.25,10989,-0.011827,148447,-0.021025,-0.023557,-0.02896,-0.048118,-0.051135,-0.02107,0.005117,0.001845
12490,19750930,178.125,196,188.25,11640,0.010738,148447,0.010738,-0.03801,-0.040486,-0.038867,-0.041815,-0.034645,0.005635,0.005525
12490,19751031,183.375,215.375,212.25,19632,0.12749,148447,0.12749,0.055857,0.053273,0.01472,0.012648,0.061643,0.007732,0.005495
12490,19751128,211.25,226.375,226.375,12513,0.074794,148447,0.066549,0.031223,0.025803,0.016796,0.013783,0.024708,0.004563,0.007286
12490,19751231,214.625,224.25,224.25,12738,-0.009387,148447,-0.009387,-0.010998,-0.013677,-0.000599,-0.004293,-0.011508,0.005876,0.003617
12490,19760130,226.5,257.75,257.75,22923,0.149387,148447,0.149387,0.126011,0.12437,0.190037,0.188452,0.118306,0.005474,0.001802
12490,19760227,252.5,263.75,255.625,15448,-0.001455,148447,-0.008244,0.007313,0.002085,0.106291,0.103583,-0.011402,0.00349,0.003597
12490,19760331,256.25,265.75,262,15251,0.024939,148447,0.024939,0.026799,0.024354,0.018109,0.015123,0.030689,0.004927,0.001792
12490,19760430,253.375,272,253.375,17719,-0.03292,148447,-0.03292,-0.010388,-0.011654,-0.00381,-0.005374,-0.010995,0.004596,0.003578
12490,19760528,249,258,256.625,11791,0.019734,150467,0.012827,-0.009369,-0.015347,-0.01968,-0.022656,-0.014364,0.002996,0.00713
12490,19760630,253,276.75,276.75,17507,0.078422,150467,0.078422,0.044487,0.042134,0.02651,0.023831,0.040926,0.005453,0.00531
12490,19760730,270.5,279.75,272.125,16117,-0.016712,150467,-0.016712,-0.006159,-0.007596,0.002236,0.000738,-0.008055,0.005114,0.005282
12490,19760831,268.875,280,273.625,12508,0.01378,150467,0.005512,-0.001436,-0.007424,-0.016673,-0.019731,-0.005124,0.004891,0.005254
12490,19760930,276.375,287.75,281.375,15334,0.028323,150467,0.028323,0.024484,0.022357,0.01699,0.014357,0.022641,0.004405,0.003484
12490,19761029,256.5,281.25,271.75,21136,-0.034207,150467,-0.034207,-0.020374,-0.02225,-0.022586,-0.02432,-0.022235,0.004749,0.005208
12490,19761130,259.5,274.125,271,16296,0.00552,150467,-0.00276,0.005363,-0.001438,0.026686,0.023285,-0.007775,0.005191,0.001727
12490,19761231,265,280.5,279.125,17071,0.029982,150467,0.029982,0.06159,0.0593,0.10241,0.09941,0.052498,0.00405,0.003448
12490,19770131,268.25,277.5,275.25,20280,-0.013883,150467,-0.013883,-0.036335,-0.038004,0.036903,0.035208,-0.05053,0.003413,0.005155
12490,19770228,267,276.5,276,16095,0.011807,150467,0.002725,-0.015762,-0.021787,0.0044,0.001523,-0.02166,0.004,0.010256
12490,19770331,276.5,285.5,276.5,23683,0.001812,148535,0.001812,-0.009247,-0.011795,0.010654,0.007811,-0.014025,0.004457,0.006768
12490,19770429,258,278.75,258.75,23030,-0.064195,148535,-0.064195,0.004954,0.003555,0.016931,0.015404,0.000203,0.00391,0.008403
12490,19770531,245.25,262.875,245.5,19118,-0.041546,148535,-0.051208,-0.010787,-0.018014,0.00287,-0.000317,-0.023568,0.003793,0.005
12490,19770630,246.5,267.125,264,20740,0.075356,148535,0.075356,0.051364,0.048708,0.051503,0.048776,0.04536,0.004407,0.006633
12490,19770729,259.125,274.875,268.125,17029,0.015625,148535,0.015625,-0.012806,-0.014161,0.012362,0.010823,-0.016222,0.003531,0.004942
12490,19770831,264,271.25,268.375,14166,0.010256,148535,0.000932,-0.013343,-0.020282,-0.001211,-0.004364,-0.021042,0.005079,0.003279
12490,19770930,255.75,268.5,261,14146,-0.02748,148121,-0.02748,0.001575,-0.001005,0.014968,0.012288,-0.00248,0.004237,0.003268
12490,19771031,255.25,262.5,257.25,16677,-0.014368,148121,-0.014368,-0.039282,-0.041316,-0.02319,-0.024953,-0.043406,0.005255,0.003257
12490,19771130,249.625,268.75,264,22747,0.035957,148121,0.026239,0.045435,0.037076,0.070872,0.067318,0.026966,0.005508,0.00487
12490,19771230,260.5,273.5,273.5,20005,0.035985,147471,0.035985,0.008221,0.005496,0.021081,0.017977,0.002847,0.005252,0.003231
12490,19780131,264.25,270.75,265.5,24493,-0.02925,147471,-0.02925,-0.055199,-0.057209,-0.011152,-0.012828,-0.061514,0.005499,0.006441
12490,19780228,251.25,265.5,251.25,17409,-0.042825,147471,-0.053672,-0.009275,-0.0167,0.026008,0.02279,-0.024762,0.005236,0.0064
12490,19780331,235.5,251.5,235.5,31204,-0.062687,147471,-0.062687,0.034009,0.030865,0.067839,0.064899,0.024931,0.005656,0.007949
12490,19780428,236.25,266,266,37745,0.129512,147471,0.129512,0.082853,0.081203,0.079317,0.077721,0.085416,0.00593,0.007886
12490,19780531,258.25,267.25,258.25,24274,-0.018308,146424,-0.029135,0.02323,0.015499,0.06762,0.064189,0.004234,0.005367,0.00939
12490,19780630,257.125,274.25,257.25,23252,-0.003872,146424,-0.003872,-0.010748,-0.01374,0.010292,0.007505,-0.017585,0.00548,0.010853
12490,19780731,256.75,281,281,24617,0.092323,146424,0.092323,0.056741,0.054868,0.052394,0.050793,0.05391,0.006886,0.007669
12490,19780831,279.125,297.75,291.875,31374,0.04895,146424,0.038701,0.042371,0.035505,0.093578,0.090569,0.025924,0.004857,0.004566
12490,19780929,275,304.5,277,20588,-0.050964,145730,-0.050964,-0.006887,-0.009454,0.0062,0.003747,-0.007261,0.005368,0.007576
12490,19781031,264.25,290.5,264.25,28254,-0.046029,145730,-0.046029,-0.110999,-0.113604,-0.17728,-0.17917,-0.091574,0.006397,0.009023
12490,19781130,258.5,276.125,269.5,24847,0.030766,145730,0.019868,0.033785,0.02575,0.038205,0.034625,0.01664,0.007183,0.004471
12490,19781229,270.125,309.5,298.5,28749,0.107607,145810,0.107607,0.017708,0.01458,0.014346,0.010982,0.014889,0.007384,0.004451
12490,19790131,303.5,315.5,308.75,29922,0.034338,145810,0.034338,0.049526,0.047015,0.093695,0.091794,0.039746,0.008508,0.008863
12490,19790228,298.5,311,300,17334,-0.017198,145810,-0.02834,-0.026766,-0.033781,-0.016269,-0.019408,-0.036526,0.007148,0.011713
12490,19790330,300.75,320.75,315.5,21113,0.051667,145810,0.051667,0.065616,0.062475,0.084167,0.081208,0.055152,0.008035,0.01013
12490,19790430,306.75,320.75,314.25,21646,-0.003962,145810,-0.003962,0.008523,0.006441,0.028815,0.026863,0.001673,0.00824,0.011461
12490,19790531,303.625,319.75,304,18791,-0.021671,145810,-0.032617,-0.013577,-0.021464,-0.006845,-0.01016,-0.026336,0.008209,0.012748
12490,19790629,72.625,78,73.375,79090,-0.034539,583240,-0.034539,0.046851,0.043819,0.054663,0.051678,0.038656,0.009039,0.011189
12490,19790731,68.5,73.625,69.75,87888,-0.049404,583240,-0.049404,0.014993,0.012774,0.021366,0.019642,0.008746,0.007938,0.011065
12490,19790831,68.875,72.25,70,92145,0.015914,583240,0.003584,0.064729,0.057303,0.075616,0.072221,0.053078,0.006844,0.009576
12490,19790928,66.25,71.25,67.75,88737,-0.032143,583521,-0.032143,0.001426,-0.000932,-0.001172,-0.003396,0,0.007135,0.01084
12490,19791031,61.875,68.875,62.375,114818,-0.079336,583521,-0.079336,-0.072662,-0.075469,-0.097915,-0.100035,-0.068606,0.007266,0.008043
12490,19791130,61.5,65.75,65.25,84723,0.05988,583521,0.046092,0.063604,0.055809,0.065295,0.061798,0.042624,0.012244,0.009309
12490,19791231,64,67.25,64.375,66334,-0.01341,583595,-0.01341,0.028216,0.025175,0.067485,0.064228,0.016767,0.010604,0.01054
12490,19800131,62.5,71.25,68.625,124079,0.066019,583595,0.066019,0.065607,0.063303,0.105129,0.10328,0.057625,0.009957,0.014342
12490,19800229,62,69.625,63.5,99699,-0.062149,583595,-0.074681,0.001015,-0.00574,-0.006301,-0.009303,-0.00438,0.006808,0.014139
12490,19800331,53,63.25,55.75,125048,-0.122047,583595,-0.122047,-0.120224,-0.123258,-0.165043,-0.168151,-0.101795,0.011029,0.015209
12490,19800430,51.125,55.5,54.875,105813,-0.015695,583595,-0.015695,0.052287,0.049833,0.053461,0.051233,0.04114,0.021308,0.011236
12490,19800530,52.125,56.375,55.375,99983,0.024784,583595,0.009112,0.06009,0.052629,0.071249,0.067717,0.046571,0.014007,0.009877
12490,19800630,56,60.375,58.75,105602,0.060948,583595,0.060948,0.037714,0.034438,0.046176,0.042784,0.026969,0.006645,0.011002
12490,19800731,59.5,66,65.25,102875,0.110638,583410,0.110638,0.069438,0.067066,0.089279,0.087506,0.065039,0.005972,0
12490,19800829,64.25,68.875,65.5,95038,0.017011,583410,0.003831,0.023553,0.017236,0.063984,0.060861,0.005835,0.005154,0.007255
12490,19800930,63.75,68.125,64.125,110484,-0.020992,583410,-0.020992,0.029498,0.026617,0.052459,0.049853,0.025168,0.007313,0.008403
12490,19801031,65.125,70.5,66.625,139046,0.038986,583410,0.038986,0.020095,0.01737,0.047525,0.045512,0.016021,0.008594,0.009524
12490,19801128,66.5,72,68.125,115195,0.035422,583410,0.022514,0.104952,0.09901,0.069205,0.066523,0.102377,0.007393,0.008255
12490,19801231,63.625,69,67.875,117773,-0.00367,583807,-0.00367,-0.03441,-0.03704,-0.032416,-0.035395,-0.033874,0.015145,0.009357
12490,19810130,64.375,71.5,64.375,111119,-0.051565,583807,-0.051565,-0.040087,-0.041825,0.005615,0.003986,-0.045742,0.011671,0.008111
12490,19810227,60.5,64.75,64.25,79247,0.011417,583807,-0.001942,0.015521,0.009123,0.00215,-0.000669,0.013277,0.012155,0.010345
12490,19810331,61.5,64.75,62.375,107634,-0.029183,583807,-0.029183,0.046184,0.043096,0.072674,0.069822,0.036033,0.015867,0.006826
12490,19810430,58.625,63,58.625,161199,-0.06012,583807,-0.06012,-0.011268,-0.013037,0.027885,0.026274,-0.023456,0.006806,0.00678
12490,19810529,55.5,59.125,58.75,116679,0.016802,583807,0.002132,0.01355,0.007405,0.027187,0.024537,-0.001657,0.010972,0.007856
